ID,occ_1,occ_2,occ_3,occ_4,occ_5
396YFI7EQ3O6,27121210,32131011,32161416,23131115,36111110
J1J2PEMKLMDH,27121210,32131011,32161416,19101010,19141311
T939AYQ6WW8Y,11221117,27111222,27121210,19111010,32161416
0YKNFU84XYJO,32161415,32161416,27111222,23171524,27121210
MLFDTLT365W6,27121210,32131011,27121313,32161416,16141210
A0NW60JSCTOL,27121210,32161416,32131011,16141210,27111222
V1JL7TG6CD2I,27111214,27111222,27121313,27121210,23151016
TOGN1W1HT7PZ,32161415,32161416,27121313,32131011,26102110
9H32ISNKTKP2,27111320,23171310,27121210,19101010,16141210
ANGW3PAJVF9I,19101010,32171011,23161015,32161416,19131211
2ESF4NDRFDX8,21131110,21121010,21121110,21111510,21131010
337OV9WXHVY3,19111011,19111012,19111010,32131011,26131114
VGWW4FYB8DAL,32131011,27121210,16141210,19101010,32101110
EHNSB02LNNW1,32131011,27121210,32161416,19101010,19141311
QVDK6DRN4ORA,32171011,21131010,23121010,32161416,21131110
24UNFTWR2Z0A,16141210,16141110,20311610,32161416,27101110
2BRSV43056M0,19101010,23151010,32161416,27121210,32131011
WPHM5ZJYITRZ,14111210,11221117,32161416,23171541,21131110
14NIJCP52AY7,23171541,26151214,19111011,32131011,19101010
W2EOWLCFS831,32131011,32161416,27121210,27121313,19101010
DSP7IOTHIEHT,32131520,32131011,27121210,32161416,27101110
DH5N42RLOSAL,19111012,19111010,36111110,19111011,11121110
S7NVV28UE1MY,27121313,27121210,27111214,32131011,27111222
FICLREAY3SM1,27111222,11211010,32161416,19101010,27121210
APDZ6W5OWK1L,21131110,19141311,19101010,16141210,32101110
0T6DVWRB7F6F,19111011,19101010,19111010,19141112,19131211
LORIPJ44LHZA,23171524,23171541,19101010,19141311,12101212
O6GF9XXWNKPZ,32161416,27121210,32171011,32131526,32131510
L0N2TNXHN5E0,22111215,19111011,19161111,32161416,11151110
24RV3NSXOF6T,23171521,27121210,23151010,27111222,23151016
OGWLACOLOLN3,27121510,27121210,32131011,27101212,27101110
0KASZBVYE1II,27121210,32131011,19111010,19111012,27121313
09LZRK79UFU6,32161010,32161416,19161111,21131110,32121312
DLWRFLVRKTGU,25111110,23171541,19101010,32161416,32121010
59M6MG87OI0E,32131312,19121011,19121416,19161110,19161111
OXJCBYHGMN9Z,27121210,32131011,32161416,11151110,27121313
PJHL5NZRV4A3,32161416,15111013,23161012,23161015,36111110
9YKRZ1Y3N0MW,27121210,32161416,32131011,19101010,36161112
G8ZF2L4C0BB6,23171541,19101010,19111010,19111012,32161416
8OGA0X7ZCGDC,23171541,32161416,23171528,19161012,36111210
PGW00JYJ2DSA,27121313,27111214,27121210,27111222,27111221
88QEOZ0KZ4Z7,19141110,19141311,19101010,32171011,23171521
9A6SPZD1SKZI,27121210,23171541,12101212,27111222,21131110
UWVW1PM77XVM,11211010,32131526,12101212,32131011,21131110
32RV23U65XNU,32131526,32121010,32161416,23151114,19121416
3DVYJHMIE898,19141311,19101010,19111010,32161416,23171541
NNQPNJI8FG7S,23171521,19141311,19101010,23171310,32121312
UXVT3OPQZDNH,23171541,32161416,19101010,27121210,23171524
E7M7H6OQ7QH9,27121210,32131011,32161416,27121313,19101010
ZJSSZWD0W9RY,19111011,32131011,19101010,16141210,19111010
I9EXBNXDXWBC,14111115,32151013,32161416,19141311,19101010
08RWQ1CGEDBT,32131011,27121210,27121313,19101010,23171541
30L1R99M2KKT,23171541,32161416,19101010,19111012,26131114
3VKOG1011HE9,32161416,32131011,19101010,27121210,19141311
H2EI2OP03KSG,19111011,19101010,19111010,19141311,19141110
3G5DFRLW6JL2,27111320,27111314,23171541,25111110,32161416
GCSOTDHHLMH1,16141210,19101010,19111010,19141311,32101010
FRPK9VO8PM4Y,32161416,19111012,19111010,19101010,32121010
OBX9XK2J2R24,32161416,12131213,19111010,19111012,19101010
8GY39BU4UZ2Z,27121210,32131011,27121313,16141210,27121510
SYYJ47CC88RF,21131010,32161416,19101010,16141210,19111012
FT9ZZCGL9FWV,23171524,32161416,27121313,19111010,23171712
YXIS81HBUDU7,23171521,19101010,23151010,27121210,32161416
ZGH2YTESNE8Q,27111214,27121313,27121210,32131011,27111222
ZN5H5JMC9QH1,27111318,23171541,19101010,27121313,27121210
OLIYZICXHRQV,19141311,32161416,19101010,19111012,19111010
WS1LOQSOT56A,21131110,21111510,21121010,21121110,19111010
0IC1KXGJW2WZ,21121210,21121010,21111510,21131110,23171541
ADN2TVDNHBOB,27121210,19101010,19111010,23171712,32161416
UOZM7I9RY30M,32161416,27121210,32101110,19111010,32131011
JYIDR6X0ACCH,27121210,27121313,27111214,27111222,32131011
AJIJNLP2S07J,32161416,27121210,32131011,16141210,19101010
X7PTX63CFL0U,32131011,27121313,27121210,27111222,27111214
K2VMWWYZX4W6,36111210,23161012,23171524,23161015,23171541
TG3FIMLCBIED,19111012,27121210,32161416,19111010,23111310
433E1I1P0BQ1,23171524,23171712,23171541,27111214,23171710
95TCY7SXP271,27111214,27111320,27111222,27121313,27111314
H19YX6YINW4U,23121010,23121311,23171541,23111310,32161416
96EW8257GE0Q,12131213,19111011,32131111,19111012,23151215
OLNTA81J8RGO,11211211,23141011,23171310,23171541,27121210
Y4MLJZFUDI4S,25111518,11211010,25111110,32161416,23151114
GNIIB1B87T93,32121312,19131211,25111110,32161416,23101010
222GTLVU53Y1,27111222,27121313,27121210,32131011,19101010
7WLYZFPP4XGQ,19101010,32161416,11151110,32121312,32121010
G5T3LZ8VNBZ4,23171541,27111222,32161416,27121210,23101010
6080YAPIG8OF,32161416,21131110,19111010,19111012,27111210
RY92HJQN33BQ,27121210,32131011,27111222,36111110,25111510
QH7PPCADUVL9,27121210,27121313,27111214,32131011,27111210
2MGBNCPRCWFB,19111010,19111012,19101010,19141311,23171524
MB5M9J98CWN2,19111012,19111011,19111010,19101010,27121210
0DY571VXNZ0N,23171712,23171541,23161012,23171524,19101010
O5K3CKOHELH9,27121210,19101010,32131011,19141311,19141110
F7K5MTVGE3YN,32131526,19101010,32131011,32161416,32101110
MQW8EVRC0ERJ,27121313,32131526,19111012,19111010,32101010
WL3ZYT91QE37,23161015,11221117,23161012,16141110,23151215
E9JLWXWU1R0D,25111110,21121210,23171541,21131110,16141210
MKGZBYS7XZFW,27121313,27111222,32161416,27121210,32131520
URID3U94SGFD,27121210,19111012,32161416,19111010,23171528
GDPUH4GBGO8U,27111320,27121210,32131011,23171524,32161311
1IWAAYRIBERX,32131526,32161416,27121210,19101010,32171022
SHNTCVL0YQZD,23171541,23171521,11211010,23151010,32161416
NKBTFSHB0OQV,36161117,36161120,36161112,36161124,32171022
0LVSNUJZA7TZ,16141210,27121210,32161416,36111110,11191210
RFEGCXY13VW4,19111011,19101010,19111010,27121210,19111012
CB1KJTGQ01TE,25111310,25111610,25111110,36111110,27121210
KBRFBFL0V8HS,23171524,23171541,19101010,32161416,19111010
PASGPAGI3XAW,23171712,25111110,25111610,32161416,23171524
2Z8EXRCLIC6B,19101010,19111010,32161416,32131011,32101010
3DN1TJL2FX35,32131011,36111110,27121313,27121210,32161416
T16MIGOVR9AH,27121210,32131011,27121313,19101010,32161416
DO8YU98GFEX6,32161416,27121210,32131011,19101010,25111110
KZ40AQ15O2NQ,21131110,27121210,32161416,21121010,32131011
OQ8JXLFIUEFZ,23151010,27111214,27121313,27111222,27121210
6CXOTX76D2KJ,19111011,19111010,19111012,19101010,27111320
DR08CW2LBM2Q,11211010,23111310,25111510,32161416,19101010
VV457GNVBA43,27121210,32131520,32101010,27111214,32131526
101YQT061ATM,23121010,23101010,23121311,27121210,32161416
2C9ROS7YT2M6,32161416,27121210,32131011,19111010,19101010
174WYAGS1KWQ,19101010,19111010,19141311,23111410,19111012
6AIU01LC5WW9,13141111,32121010,27121210,32171011,19101010
5LXO6QJIUJV6,16141210,19111012,27121210,32161416,23171541
N74F9YECAZRP,32161416,26131114,32151013,19101010,27121210
OBJLZY1UU9YM,23161015,23161012,23171541,36161120,36161124
MALWVMB0IDD0,23171712,23171524,23171541,23171528,32131011
QM6UT6FIZHJM,16141110,32131511,16141210,32131011,32131520
3JRBLOJ8IJUM,27111222,27121210,23171541,32161416,32131011
FBDPWC1DNP7W,27121210,32131011,15111013,32161416,27101212
QKV0N4H2AWNF,23171710,23151010,23171521,23171541,19101010
ZIHZVZGMFFOH,32161416,23121010,19101010,19111010,27121210
LPGEY18JSEUO,19111011,27121210,19101010,19111010,27111320
ZWQX9VSNH0E9,32161416,27121313,27121210,32131011,27111222
GBMXIKVRECJT,27121210,32131011,27111222,27121313,27111214
8PAJSSUUQO1V,32161416,27121210,19101010,32131011,21131010
YB7W8P74MJDX,27121210,27121313,32131011,27111222,32151013
LBH1NYKS9URX,19101010,32131011,16141210,27121210,12101212
MSPZPDYJ49IX,27121210,11221117,15111013,32161416,19111010
XO9T7E8G8JDP,19101010,21131110,19111011,32131011,19111010
DTN0ABMKRY7I,19131211,19101010,19141112,19141311,32161416
QEBIWRCQLA6M,32161416,27121210,27111222,32151018,19101010
FDTBJOJ02WY0,23171524,16141210,27121210,32131011,32101010
VMSR75RMG7F9,25111110,23171524,25111610,23171712,25111518
6Y1NM7935KRN,27121210,27121510,32131011,27101212,27121313
VA5E742GRRDN,15111013,32161416,27121210,32131011,32151013
S9R37V3869OJ,36111110,11211010,19161111,27121210,32151013
D7HFVSV3V4BN,32131526,32171011,32131510,27111222,32161416
PB74WO7V1GSF,32161416,32131526,32131520,19111011,25111110
10U8ULV1J308,32131111,21141810,27111210,27121310,27111214
E9QDI3G13IWP,19131211,19111011,19101010,19141311,32131011
4CDPQVL00EZZ,11211211,25111610,23121010,27121210,32131011
3T0KG6UMH4GB,15111013,32161416,19101010,19111011,19111010
CJNJZ9G6DVNQ,23171541,32131526,23171710,27121210,32161416
W56FKPS0DXME,16141210,27121210,32131011,19101010,27121313
EH3RFWTEVTX3,23171712,23131115,32161416,23131110,21131110
3LFLN7FT5HKO,32161416,19101010,16141210,19111012,19111010
PV7TIQIJB3SW,15111013,23151010,32161416,19101010,32151014
9NGQ6TLV0GUB,19101010,27121210,32171022,19111010,19141311
7SBFDGJ9KKU7,16141210,32131011,27121210,36111110,16141110
1TSNJA57I1NI,23171310,18151213,23171521,18191516,23171541
YV37DIA5U6HC,23171712,23171511,23171524,23171541,11111015
2YWE1G983EP9,23171524,27121210,32131011,23171541,23151010
8KSZBFFZZDVG,11221117,32161416,27121210,19101010,19141311
O674DPHU2XRF,27121510,21131110,27101024,27121210,27101212
QGYIW59ODM7K,11221117,16141210,32131011,19101010,27121210
3QLX3F2XHDCV,32131011,19101010,27121210,32161416,23171510
PUF3EDPVGNYH,27121510,19141311,27101110,27121210,32131011
OHE7KY87Q19U,32161416,27121210,27111222,27121313,32131011
OIGKYOJB47ZP,11221117,23111310,32161416,23101010,27121210
YACH4L0AH1KG,23171710,32161416,23171541,19101010,23111310
VM3BY4II7VXT,32131526,27121210,32131011,19111012,32101110
9F7WO948WEGT,19141110,19141112,23171528,25111515,26141910
GOUIFEZAC2EX,32161416,21131110,19101010,27121210,23171521
LPXAJMK4X1FD,23171524,23171541,27121210,32161416,23171710
JSYXUFBLPVR7,23171712,23171524,11151110,19101010,26131114
0HKARPKFZQFO,23171541,32131011,27121210,32161416,23171810
819FMSYG91MM,19141311,19101010,32131011,27121210,19141110
N9S8TSNC19AR,23171710,23171712,11151010,21121410,23171524
QCZ0N04OAE7L,32161416,32131011,27121210,19101010,23161015
TB1PPQVQ1HU3,32161416,11221117,27121210,32131526,19111011
D1SD44WL8MDZ,19101010,32161416,19141311,23171541,32151014
30BMZW7539MH,23161012,32161416,27121210,32131011,12101310
CBSLYFAY0XA0,21121110,11221117,23151111,19141311,21121010
WJQ4TA5IVROC,11151210,11151110,18171015,26101519,27121313
IJFZQAFQSDQ2,23171541,23171524,23171712,27121210,32131011
0I1MCY249FB4,19111012,19111011,19111010,19101010,27121210
WCS4BJU8OXM9,16141110,27101110,32131011,16141210,27121210
HZBGTJ54696Q,22111215,19121416,19121011,19161111,32131312
PAIIUCUIGM2T,23171541,32161416,27121210,19141311,36161124
H74KUDYZ3MQW,32121312,32131526,32101110,23111310,32101010
IVDTS8MG00CR,32131011,27121210,19101010,19111012,19161111
6G5G79OR7875,32131526,32161416,32131011,32131520,32171011
P9A9URI7EV4D,19101010,19141311,19111011,19141110,32161416
Z2RNO6CYSVUH,11211010,21131010,21131110,19101010,23151115
8A2CQBYWLKLQ,19101010,19111010,32151018,27121210,19141311
1R11Q7UWW5WF,32131612,32131520,32131611,23111310,32131516
GWFHDV37IC0L,27121210,27111222,27121313,32161416,32161415
UPWCKH3V10M1,27121510,27121210,32131011,27101212,27121313
SW2292MTR6SN,19131211,27121210,32161416,27121313,19141112
Z6CP7SAVZEBU,21121210,32161010,21131110,32161416,20341227
KS4F6APFXI5N,27121210,19111011,32131011,16141210,27111222
BS7587H91EL8,23171524,23171543,12101212,32131011,16141210
KGW8C4AG1QIC,32131526,32161416,32131011,27121210,16141210
5GRO9X49TMY9,25111518,27121210,27121313,19111012,32101110
BV50HYA1W3RR,19111011,19101010,19111010,19111012,23171712
UZY46V57HLSZ,27121510,16151010,27121210,32131011,27101212
0O7Y4XBBMZJ2,16141210,32131011,27121210,19141311,23171310
SRCAXHCYEP5Z,26131114,32161416,27121210,27121313,32151013
5YU3TTBUYS9P,23171541,32161416,19101010,27121210,19161111
ZWACZHZEQ3MN,15111013,19111011,32161416,32131111,19101010
63NA7HN98X16,32161416,27121210,32131011,27121313,32151013
O0LLQIXUCE5Y,27101212,27121210,32131011,27121510,19131211
QVINDH4SPFDR,15111013,23161012,23161015,32161416,19141112
YYP6S0VDCK10,19111011,27111318,19101010,19111012,19111010
7DXJ17X6XDA7,27121210,27111222,27121313,32131011,27111214
TQJ8CW8N57PL,27121210,27111320,32131011,16141210,23171310
CV2XB402NMSI,32131011,16141210,27121210,27121510,32161416
02KKVR0TMTOC,32131011,27121210,19141311,21131110,19101010
NYW0YFKOE2HK,19101022,32131526,19101512,19111310,24131326
XG0ZFDKNL48K,32121312,32161416,19131211,19141311,23101010
SQOI2JVZHOYY,23121010,19101010,23101110,23101010,19141311
O8BJMIGJ6HM3,27121313,19111012,32131011,32131111,36111110
TBKG8B350SGN,12101210,23171710,23171521,23171541,23171310
4PFMICX9ULLP,16141210,19111012,19111010,32161416,21131110
LCKZ3VWLO7AM,22101214,32131520,32131526,22111215,22101213
6DRHY1HNXIYY,25111110,19101010,27121210,19141311,12131213
MOES1AI9A44Y,19101010,27121210,19141311,19131211,32131011
1N3IRW50LMBV,19101010,19141311,32161416,19111010,19111012
KEGJ52T2PM31,19101010,23171541,27121210,32131011,16141210
HB1MTRKZYTWX,27111222,27121313,27111214,27121210,27111221
5TTEUGQV2X2H,21131010,21131110,32161416,19101010,27121210
C8NOG85D4F2K,16141210,21131110,32131526,27121210,32131011
LXN32NBZWBHO,23131115,23171716,11211010,23171712,23151215
NPSV8DKMU6U4,27121210,32131011,32161416,27111222,19101010
9ARYEAVEDHR3,32161416,19111012,23171541,19101010,32161415
R6KFKLDF4HRA,32161416,26131114,23121010,27121313,23101010
4OEPC8TZV0DS,19111010,19101010,19141311,19141110,11211010
RNWJHS1F8G0Y,19141311,19111010,19101010,19111011,23151115
ZQRSJZO98IBO,32121312,21131010,19111012,21111510,21121410
YFHJFC6AQ1DR,32161416,26131114,32151013,23121010,23101010
Y1XC2I92PV07,23131115,23131110,16131015,11191413,23171510
O1CMRT7JHDSZ,23171528,23171541,23171710,23171524,19101010
5GZC2H6HTNOR,32131011,27121210,32161416,19101010,27111222
NIUD1AU0INWT,23171541,19101010,23171524,32161416,32151014
ZNG13WY61FIV,23111310,23101010,23121010,32131011,11151110
IMMNSTOUIFJI,32131011,23171541,19111010,12101212,32101010
2LED4OUV73L5,12101212,12101310,23161012,12101210,27111210
1BL6F6FU547O,32131011,32161416,27121210,19111010,16141210
R70UT100WNT0,32121010,23111410,19121416,23171524,23171541
VB9HXKEI9ULT,32161416,23171541,19111011,27111214,11221117
VFX2ZVL9E9ZR,32101010,32101110,23171541,27121210,27121313
R3LDZ5JX084D,19111011,19111010,19141311,19101010,19111012
74OHL5THLVJY,32161416,23171712,23171524,23171541,32161415
TE92SRL3VZZX,19101010,19111010,19111011,32131011,27121210
5MLGMXZZXHEU,27121210,32131011,19101010,19141311,32171018
37PJPO3CVS3Z,19161111,27121210,19101010,32131011,32161415
1AUF0TJ5JGZC,32131526,32171011,27121210,32161416,32131011
IL6DTXLJK85J,23151115,19111011,23151111,19111010,32161416
A3IDY3C7RM6J,27111320,27121210,32131526,32131011,32171022
4NTHZM32HZS3,27111222,16141210,27121210,19101010,32161416
YHKJHW145WC0,19111012,19111011,19111010,19101010,12131213
8TIR0P8F8C8C,27121210,32131011,11221117,16141110,16141210
V4L9L7TU124T,32161416,19101010,32131011,19111010,27121210
OBCK3ERVKDXT,32131011,27121210,16141210,27121313,27111214
RAUD2YZDZIRL,22101214,16141110,22111215,32131011,16141210
3RXOKPI1TSQA,16141110,27101110,23121311,27121210,23111410
03V1NPCYVU04,27121210,32131011,27121313,32161416,32101010
0CJBMUVHGQK8,32131011,32161416,27121210,16141210,27121313
JVU2CGXU5WAH,23171541,23171524,23171510,23171712,32131111
3JONOU9IY4X4,23171510,32151018,23171541,23171521,32161416
FGGW1JYK820P,14111117,14111210,11211010,32151013,32161415
SEHJ0Y2ATGXI,23171541,32131526,32161416,16131015,27121210
TRPYX8HBBJCD,19101010,32161416,19141311,19111010,19111011
7AQFF2K5C3Z6,19141311,19101010,15111013,32151014,22101214
H541OO5VYFRR,20251510,13101010,32161416,19101010,27121210
4A3S8PGBZQ35,32131011,27121210,32161416,19101010,36111110
BSM2OTEYMOML,19101022,19101512,19111310,19101611,24131326
0XCS16AHANMV,32171011,23171524,23171541,32161416,32101110
RG29D2FF5L6B,21131010,27121210,32131011,16141210,27111320
C5UDOTUQAJEL,23171541,27121210,32131011,19101010,32131111
BY8NHQ4HOAWQ,19121416,19161111,19141110,19101010,19141311
HFJ7UPFLN4RX,32161416,23171521,23171541,19101010,14111210
5BWAEN7YJF30,32131527,32171029,11211010,32171022,15111013
O9HAXHF72BYN,27121313,27111222,32131011,27121210,27111214
95G3V23GXJ0M,19161111,32131011,27121210,32161416,16141210
96K4O67BXCD2,19101010,27121210,19141311,32131011,32131311
QQYZQII4W6OZ,27121210,11221117,19111011,32161416,14111210
BGJEWVPG6VC4,23161015,32131520,23161012,32171022,32131011
1RBN62NK7HLC,27121210,27121313,19101010,19121416,19141311
JP1ILRIOU3WB,16141210,23121010,23101010,23101110,23111310
8Z44J9LKOPJ1,27121210,32131011,27121313,32161416,19101010
W4C6LBPJ8T22,11151110,32121312,19111011,32171022,32101010
W4NSZP566Z23,23171710,23171521,27121210,27121510,23171541
L51N5XYOD0R4,19101010,27121210,19141311,32131011,19141112
8FMW4VCHRHBK,19111011,27121210,23151111,19111010,32131210
33DCNF225AA3,19101010,22111215,22101214,22101213,22101210
Q9PKL48HB1NO,27121210,23161015,23171521,23151016,23131115
2C6X3WN8AARD,23111310,27111320,14111117,19101010,19111010
2EK1HW67Y9PP,32131526,16141210,32131011,32161416,19101010
CGJK91DPIWPZ,32131526,32161416,19101010,27121210,19111010
X43WFSQG8X80,23171716,27121210,32131011,11151110,19101010
F1AYSV6O9E9N,27111222,27121210,32161416,32131011,19111010
VBGR8W2MAIET,32131011,27121210,23171541,27111320,23171524
5DTAEGRY58VR,12131213,19111011,23171810,19111012,19111010
PKISB8363DHT,27121210,15111013,32131011,15111011,27121313
LOB777IH0FUO,32161416,32121312,32161010,19101010,21131110
2IMB30JGUC3T,23171524,23171541,32161416,23171712,32171011
6CJ9K4CI248F,27121510,27101212,27121210,32131011,27121313
5DM5NQPTS0MM,19111011,19111012,19111010,19101010,36111110
IGFO0SKUJRO5,36111110,32161416,19101010,20251510,11151110
6GVWRDMLY4LY,15111011,15111013,32121010,23171524,27121210
XYPPHV9OB7NB,23111310,23121311,23171541,27121210,23121010
Y3Z1DE1E1630,27121210,19101010,32161416,32131011,32101110
JR1NJKIKSMV4,32161416,32151014,32131526,32171022,19111012
LORXDTG5NQJQ,32131526,15111013,23111310,32161416,32101010
I8P4YEDN2Z2V,22101213,22101214,32131520,32131526,32131111
82I5X65UM4YR,12131213,19111011,19111010,19141311,19101010
WJBD48AJZR8M,19101010,19111011,19111010,19111012,23171521
WWO6NLPVEC9T,27121210,32131526,32161416,32131011,21121210
HY7AI33993N4,23151010,23171521,27121210,23171541,23171710
P3ID6DNWTLBN,32161010,32131526,32151018,32151014,21121210
DIRL481XLAXH,32161416,19111010,19101010,27121210,19141311
1717HV0EHLIT,19111011,19111010,19111012,19101010,27121210
T1OVEJKLCP9U,23171541,27121210,19101010,25111518,32131011
LSH3TOW4YCZ0,11211010,32161311,23161012,23161015,32131011
59LL2J2NG1GA,19141311,19101010,32161416,19111010,27121210
ATV82HK89JSN,15111013,23111410,25111518,25111110,23151016
6UDOJY6G107G,32131011,27121210,27111222,15111013,23161015
Y0BHF0RIY4KL,25111518,25111110,27121210,32121312,32161311
ROYR6CCVCJWT,21131110,27121210,19111010,27111214,14111117
QP56A2TYZNM5,32161416,21131110,27121210,32131011,32161010
FJI118L30PYN,23171528,36111110,25111310,23171541,14111117
K7QIRJQR0U09,32161416,19141311,19111010,19101010,19111012
U6QGCBJJUIDC,23171541,23171310,19111011,19101010,19111010
1P5EI7K8EVBR,27111214,27121313,23151115,27111222,32131520
L6E2YE38D1N1,19101010,32161416,21131110,19111010,36161124
OK165DV6LOI5,32161416,19111010,19101010,32151014,36111110
OUHYLU6K7P9M,19141311,19101010,19111010,19141110,19111011
HI0X5FRZUUN6,21161310,21161211,11231010,25111610,21141810
TAQVO6IBRGE8,21121010,21131110,21131010,21111510,32161416
U4HS7XM7IDP5,19111011,19131211,27121210,19101010,19111010
JQMFD2SMD7KL,22111215,32161416,27121210,19101010,32131011
V3UTCPXCAAL8,11211211,19111011,23151215,32131111,32131011
PMVI1V0I8GPW,23151111,23151115,23151114,27111211,27111214
4UW2AWW77GCJ,23171541,32161416,23121010,27121210,32131011
OP0VEA3VO06V,27111214,27111222,27121210,27121313,23171521
5NV1VM2HJJHM,32131526,27121210,32161416,27121313,32131011
Y9MZE9WY5WDA,23151010,27121210,32131011,32161416,26131114
2QW44XRIIGUP,32161311,25131710,25131810,25131410,23171524
12KLYYVUNSVQ,23121010,32161416,23171541,19101010,36161124
JSHZKBRH7LAY,26131114,32161416,27121210,27121313,19101010
DDAFS1IYM90P,32161416,19101010,19111012,19111010,19131211
Q5V7C6S5NKB4,27101110,27101212,16121510,19131211,16121110
SRK6M8R8DWPZ,16141110,32131011,16141210,27101110,22111215
N2D7KI3X7995,19111012,19111010,19101010,27121210,32131011
NOMFUG7LVV0K,16141210,23171541,32131526,32161416,32131520
U8HRAV85886D,15111013,19131211,32161416,22101214,19101010
IO1Q3DZVWE8G,27121210,32131011,25111110,27121313,32161416
OM17OCE3OZKD,23171510,32101010,23171541,27121210,32131011
VUCAHOGFJK3G,32161416,19101010,27121210,19111011,32131011
O049RGACWAQA,32161416,19101010,27121313,19111010,32101110
8HKE226PARSG,27121210,32161416,16141210,32131011,36111110
XCXBT6HMRYI0,12101212,12101210,23171712,12131213,12101310
0Q1G1NPXI9BF,23171521,32161416,19111010,32101010,36161120
JCY127H6GMD4,23171541,23171524,27121210,27121313,32101110
7NXP0JF6DNOB,25111610,25111110,32171022,25111518,32151018
RFKRKN887TLE,16141210,32131011,27121210,16141110,32161416
PNL6RNKWXZWL,19141311,19101010,27111320,27121210,23171541
1EKVIPATZ7BY,21131110,32161416,19111010,19101010,32151013
P6MKT7S1GD1T,26131114,32161416,27121210,23171541,19101010
OUN91FY6YO8D,11211010,32131526,16141210,32161416,23171541
W30Y28ZBJJAC,27111214,27121313,27121210,32131011,32161415
IBJZP97BMZRR,32131111,11221117,32161416,23151215,23171541
QIYFRWSKP6RF,16141210,11221117,15111013,27121210,19121011
G1D9OB6KB9Z7,15111013,21131110,23171810,27121210,23171541
2XCB3YYM33MG,16141210,27121210,32131526,32131011,32161416
ZERYF0992QC6,32161416,12101212,12131213,32121312,32151018
4SSB1PBZVR8V,32161311,25131710,25131410,25131810,25111510
0KB68RERVT99,19101010,19111012,19111010,19141311,32161416
EG7V48TPG7UV,32131526,32161416,27121210,23171524,15111013
JXQKD8UR6TIA,22111215,27121210,22101214,32131011,19101010
6X73ZCA7FXLO,14111210,14111117,32131520,32131612,25111310
ESCDCOWDXCJ1,16141210,32131011,27121210,19111011,19111012
2LWHEDHTHRUU,14111117,14111115,14111210,32161416,16141210
2DP63QWBMNER,23171541,32131011,19101010,27121210,19141311
G3FYE4HQGOXA,27101212,27121510,27111214,27121313,32131510
N1M6U2LLH22B,25111110,27121313,32131520,27121210,27111214
CHGTWY3Y761S,27121210,16141210,32131011,19101010,19111010
E6L0DCZ6PBBO,32161416,19141112,32131011,27121510,27121210
YQ9GNTDWHMBU,19101010,19141311,27121210,32161416,25111110
XOX3MSLZARFG,16141210,19111010,19111011,19101010,22101213
QG4QLV724HK1,11211010,32131011,22101213,19101010,27121210
LQ1BPFWSQ7TF,32131526,32101010,19111012,19111010,27121210
3OXESP7J6V45,19111011,19111010,32161416,19111012,23171528
4ES3AOFC9LGY,32161416,32171022,32131526,27111222,32151018
FUB4RC05ZJ8T,27121210,27111222,27121313,32131011,27111214
R3URMWUECPNC,32161416,32131526,27121210,21131010,32131011
XCX9KNBZ9H0U,19101010,19141311,32161416,19131211,19111012
RI09M0G8W85Y,32161311,25131710,25131410,25131810,25111510
QEAEQ2IFQBKK,32131011,27121210,23161012,32161416,23171541
HAWQDUILY7E5,23171541,23171524,27121210,27111222,32101010
TSPYA2OTKQXW,27121210,32131011,27121313,27111214,19101010
06AKT7ZQHT2X,11211010,23171528,11211014,27121210,23171541
WUR1Z82H394L,23171521,23151010,19101010,32161416,23171710
BRQW5259GMQ2,23171524,27111222,32161416,27121210,27111214
1HW3GM7Q6LFJ,23171710,23171541,23171524,32161416,23171712
XAJI0Y6DPBHS,27111222,19111012,19111010,19101010,25111110
CJLEI6WGL8I9,32161416,13141111,20271110,12101212,13121011
WUJT4FTLH33H,27121510,32131011,27121210,27101212,23171712
RI8D5SJ4WLDY,27101110,32161416,27121210,12131213,12101212
22XMQ66442SI,32131011,23171524,27111222,27121210,23171611
8YSVCZA0E9EK,36161126,26131114,32121312,24151317,32161416
FH41A68T2A3A,27121210,32131011,19111011,32161416,26151117
O98BV78HU7F0,32161416,26131114,27121210,27121313,32161415
1DRZ0XV6DDD2,32161416,23151010,23171541,27121210,19121011
C1MH1NBZOYW7,27121210,27121510,32131011,19101010,23171521
18LM6S0ZIUQ6,32171011,19111011,19111010,32161416,23171541
FHAZMIQ5PXLG,23171710,23171541,32161416,27121210,19131910
2DA5B4L6HFH4,19111012,19111010,19101010,19111011,19141311
NZ5X51O0LQBY,32131011,32161416,27121210,27111320,19101010
ZY9YLW5L4RMV,32161416,19141112,23171521,27121210,26131114
PI2SO0DMJPAI,19111010,36111110,11121110,19111011,12131213
24IQ93H5YWL9,19101611,22101213,19101022,19101512,27111222
KXBI6JJTB8QO,19101010,27111320,23171541,23171810,27121210
MBESB2LCRZ3R,27111210,15111013,23161012,36161120,36161117
TXCB48Y1O4IZ,19121416,19161111,19111011,32131520,32121010
YMENVG3KK0VM,27121210,27121510,27121313,32131011,32161416
2UG05WH23GXR,23161012,23171541,32161416,19101010,32131510
6NYYCJ4Q0RR1,32161416,23171541,27121210,19101010,19111010
XD6ZMBYTJPTV,23171710,17171610,23171541,27121210,32131011
T6267CGFX30A,36111110,23171541,23171810,11121110,26131114
