ID,skill_1,skill_2,skill_3,skill_4,skill_5,occ_1,occ_2,occ_3,occ_4,occ_5
YKIZ8V886N7H,KS125Y462DTP41N0WP4M,KS1280B68GD79P4WMVYW,KS4401T642KKKL4FQJMF,ESEB1D4619E6E83A061D,KS123J36CN950KHKWC4T,21131010,19121416,22111215,22101214,21131110
MK3P6OWYEGPM,KS121XY60R6Z5C3R172K,KS125F678LV2KB3Z5XW0,ESE8E6C89348587B4CCC,KS7G2VT72L9WMFRCG4G0,ES93F8B89DCFEB3D8E20,11171010,11171110,11181010,11221117,14111115
F8S0X7M2MM4P,KS120626HMWCXJWJC7VK,ES6C29DABFE2921A7EA3,KS44175745H9Q0DPBDNT,KS124MT6ZDZLF0M8JM6X,KS1267F6MSPN366LX7ST,19101010,19141311,19141112,19131211,20191214
UUZPEAL2W37D,KS0H2UFQQANFK8S4VWES,KS123X777H5WFNXQ6BPM,KS1267F6MSPN366LX7ST,KS127D361PF0FTXDZ7C4,KS124GV78MYQ469S38M8,17141110,17121113,17171610,17141910,17121115
RUTVLYJMWUOC,KSQ99JKTZ4VRBARWNW2X,ES5776B97B8C9A47143E,KS1219261TYVPMGX8KVQ,KS1284N6ZGVR60Z44TGW,KS125MK6L8XN70ZS40ZY,23171521,23151010,23151016,23151011,23151020
EH0QBVRPAGTG,KS121W46CJXQ5ZQ506MS,ESF133786E79EAB07854,KS1226Y6DNDT05G7FJ4J,ES830BC4124A10A8482C,KS1200H6XYN1CR0G5NZ0,32101120,11191012,32171011,32101110,32171024
H7U0S3KDZ4PP,ESB7D4D9034BC8B2CAB1,ES8F73CC75C618D72F72,KS1280B68GD79P4WMVYW,ESEC5CB54F6D2688834D,KS122C06Z8NDM5G6NYNT,27121313,27111214,27121413,27121414,27111222
I3AL6EJA1V2T,KS1248T6MC5L69MZ2L3R,ES9E9A9565C329709A50,KS1227P6FBK34WLH6X8Z,KS124H46Q2PP8YC1WQ06,KS441K2756CXYXBG990G,16141210,32131011,16141110,27121210,27101212
LQGA3QUPO4JN,KS1215Z6TK2JY562DFD4,ESFA8AF897DDAFCFCE52,KS122HK6LN2MZHFY69GJ,KS1218W78FGVPVP2KXPX,KSQPGV2XZO8UMNCC49LK,23151115,23151111,23151116,32131210,23151112
WB0F4X6VVWNH,KS1253H61TTR1FZWSRH4,KS441K2756CXYXBG990G,ESC96EF3C585505BF8B3,KS123X777H5WFNXQ6BPM,KS44175745H9Q0DPBDNT,24151314,25111010,24151222,18121210,24151313
5A2X54U44QUN,ESEB1D4619E6E83A061D,KS123YJ6KVWC91BTMB4R,KS440ZB6SL0GGNRMHH11,KS680KR72KH02C5GM5TY,KS1281M7573BG4S5QKMT,11151110,11191514,32161421,21111410,11151010
2XG48RA4DV56,KS125B569R313XT23LHY,KSKG9OA3NDST6929VROF,KS441K2756CXYXBG990G,KS1280B68GD79P4WMVYW,KS1265P60HXFPH0VLFVP,21131010,32131311,27111222,21131110,32171018
U7C1A7YJ8HQD,KS122M270SB75HL309DJ,KS128HP65N6N70YV5ZM7,KS122556LMQ829GZCCRV,KS1265F6HQJ2KFBS4F95,KS440HB7807HC77KVQN6,19151210,23131110,23131115,11161010,19131910
JAGXLQ0S5RMJ,ES7F774162E2780F8ADB,KS128F265DV4XTBR70H7,KS121W46CJXQ5ZQ506MS,ES43869431F72FA3328B,KS125BH5X5W0R09ZW3B7,19121416,32131312,19161111,19121011,19161110
Y8U40QCU5WMG,KS120C76T2L99X2YNKS3,KS1229Q700MZ1HVZNWJR,ESCC8F99B130EAC431A5,KS1217R6SMDJ0WQHN6LK,KS124VJ71BKMYXC1PP09,14111117,14111114,13141111,20271110,25111110
CSG4OFDTRC85,ESC0125793FA9AA2156E,ES9262EB46A460722CB4,KS1267F6MSPN366LX7ST,KS1253Q66NQSNHM7JR49,ESEE2FE3695A215DC6DC,21141810,21151010,19111110,21161110,32131111
IO2F2NATD4GW,KS120SQ5W4Q57JMD2Y81,KS7G7LT731301PM8PGN8,KS440RS6HR8H9ZRSBVLR,KS7G2F36GFX1K55V6GK4,KS440CJ703086SWDK8MJ,22111416,22111215,22111311,22101214,22111216
DALMJEGQTOAM,KS127D361PF0FTXDZ7C4,KS122B365W41ZC27H30Z,KS120ZX7019J4V8DHBTM,KS127296VDYS7ZFWVC46,KS1213Q5Y632QWZ7PVVS,19161111,23171524,23171712,23101010,19161012
4X6G4YWKOODV,KS126K06YSWLGCMB6B0Y,ESED820E6065D9AA8D6F,KS7G4956GFZ2FR5Y8YBC,KS127Y978519ZR40DPMP,KS122VP5W9LZ8TRNFJY0,16141210,23131312,16141110,23161012,23161015
ZYV9BINMYXDH,KS122W96T2T9J5PZ0VMP,KS127D361PF0FTXDZ7C4,ES38C838634C9F2E7B7F,KS127D361PF0FTXDZ7C4,KS440HS73NJXM7J77TN4,23171521,23151010,23171710,18151121,23151016
JWU7SA7IDI09,KS1254M61BGY7J0JY7RW,ESEAE801D753FD7B7877,KS127D361PF0FTXDZ7C4,KS124VJ71BKMYXC1PP09,KS4424M5X5KZR9Y74M17,21161310,21161211,33141216,20241212,26161110
HSHV1Y04Z4VC,KS43I7T7CU4Q66EGVQLU,KS124DQ6JX0NX9DBFDM8,KS120SQ5W4Q57JMD2Y81,ES8B03DAD3B526316ED9,KS128866SHL94J005TTG,23111310,23111410,23111810,23111010,23121010
NV4F0TE2J403,KS7G6J46GFF6BJH38BHN,KS124DX6G31F5M9ZHNGC,KS126W56XHNSNBZGRSHT,ES39E5C01E1593CE9E72,KS441XL5XWK01P2CW4J2,18191410,16141210,18141110,16111210,16141110
1GQIT8D9GX2H,KS440PV6FRJ90X0QFNLY,KS123HV5WHQXDMXZ667K,KS1228M6S0Q13JW8NV10,KS127QD6R8SVZFYYKLLM,KS1281M7573BG4S5QKMT,22101214,22101213,27121210,27121313,22111215
0XT9VYSKE5M0,ESE15CC456BBE39C7196,KS1282K6L2GNN4SDY2WN,KS122556LMQ829GZCCRV,KS1218W78FGVPVP2KXPX,KS127D361PF0FTXDZ7C4,32161415,32131211,32161417,32131210,32161416
Q7X7B7P9JYQN,KS1227P6FBK34WLH6X8Z,KSQPGV2XZO8UMNCC49LK,ESA2046B83319C31C349,KS1217R6SMDJ0WQHN6LK,KS121Z26S4VJLQ1WXN21,14111117,14111115,14111210,14111114,14111116
ONTQX45JOQYN,KSZX7YZWNR5IDR1I2VMZ,KS123X777H5WFNXQ6BPM,KS122YN6108R0RSDXXRC,KS120SR6WD1FP76Z6GC2,KS124G66QWSYM012SWS5,27121313,27111214,27111222,27121210,32131011
NPAS8PP40EEV,KS1218W78FGVPVP2KXPX,KS126X663B21NB77ZHSP,KS120WT63K4HC6NX7QXV,KS122VL71WF050TPW0V7,KS7G4J165LRPBDYWF4Z4,19161111,19121011,19161012,18151014,19121711
MYD8YH304A8P,KS7AASDV6UOE7VFBGF4D,KSALSL0U9E60WLJXI7B7,KS121F45VPV8C9W3QFYH,KS121Z26S4VJLQ1WXN21,KS120BV6SR75RBKQH0G3,23171521,23151010,23171541,23151016,23171524
72J8NP9S8E9G,ES4E3148857AA502599E,KS122P76RK0FDFPLR32K,KS123X777H5WFNXQ6BPM,KS441PL6JPXW200W0GRQ,KS440HB7807HC77KVQN6,23121010,23121311,23111310,23131110,23101010
1AVYE45QZ9VX,ES899BA440FA3441F22A,KS123X777H5WFNXQ6BPM,KS128CZ6DQ0BHGHP16PW,KS121996C1P31W0YZVNF,KS126CM78T30RTP4PBYM,23131115,23131110,27111320,32121312,11191111
4PEVH4QLCEQ4,KS7G55M6TRB1N24LW2P5,KS122556LMQ829GZCCRV,KS123X777H5WFNXQ6BPM,ESCE0C9EA47C719A51CF,ESD45EAB54A83A5255D6,22111416,22111415,22111413,22101312,22101311
39BMTH2I5P7V,KS123YJ6KVWC91BTMB4R,KS120SR6WD1FP76Z6GC2,KS126HD6VL9XVJ2V08HC,BGSD9FE7563B24D87BF4,BGS794951D216441A250,23171510,19101010,19111010,19111012,19141110
QTXHI15CQZCU,KS1280B68GD79P4WMVYW,ESD2EDF2E51D7C90FD5F,KS1218W78FGVPVP2KXPX,KS441J8781NSVPFKS701,ESB4149C63B4F6081616,20311610,12101010,12101212,20341110,20251510
NF27E6L8XCGM,KS123Y76D7JBC3TT7S7W,KS122B071LMGXVTT3Z91,KS1217R6SMDJ0WQHN6LK,ESE1B279F38C73E025BD,KS124185YLQVDB991J8N,19101010,19141311,19111012,19111010,19131211
VNASJP0ESUSW,ESFA9982A2A945E439CB,KS440S66DFM34BM1MH7H,KS127D361PF0FTXDZ7C4,KS1287R64YNBZGR50Y1N,KS123MC78KV644P5DDZ0,11151110,11151010,32121312,11151210,11161610
YC3S0DPJHSG0,KS127PY6XCQSQ6R44N9K,KS120SR6WD1FP76Z6GC2,KS1226B6N54XJ43HGGJ2,KS1248R6Y5W63Z1JDZCQ,KS7G7LT731301PM8PGN8,13101010,20251110,20251510,20101510,20341110
KGEUIDJIPNF8,ESFCB156A8BC41655036,KS124416HQSCT1J2JQVJ,KS440296L69Y2L5ZCFCC,KS440PV6FRJ90X0QFNLY,KS1200H6XYN1CR0G5NZ0,11161010,23171510,11171012,19151210,11181013
YC4I6H1M3JLZ,KS127D361PF0FTXDZ7C4,KS440R072CLZFQ3FWGG1,KS122Q96S1LT3253TW3H,ES45217293E8DD1D36F0,KS125ZB6BWF5RY40BH1B,21141810,23121010,23101010,23101110,23111310
DDQG6X4Z5W67,KS1205H6HZDXGDV2R0QZ,KS1282N6NQMZ95M1HJ7L,KS121JN70DB9VHC8T9GN,KS44175745H9Q0DPBDNT,KS1206V5WFXYXG27QYFD,16141210,16141110,16141410,27101212,23131010
SQ0P82KB700U,KS124416HQSCT1J2JQVJ,KS123NJ76GJLK91JS75M,ESACEE6C9DFF25CD2AC9,KS1259D6L30YYG3XR3VL,KS1218W78FGVPVP2KXPX,11161010,11231110,11151110,25111110,11171012
R8DOUFMGL7DA,KS128B16WQ7F1T5KVPGS,KS127D361PF0FTXDZ7C4,KS127ZQ6S99BVGV14YXC,ES3C8650B6A0820DAFF4,KS440ZZ6HJGY92HPTWCV,19111012,19111010,19111011,12131213,20231210
1JRJ5XFEUB4O,KS1203V5WXB7NG26XSR8,ES899BA440FA3441F22A,KS43I7T7CU4Q66EGVQLU,KS1228M6S0Q13JW8NV10,KS1253Q66NQSNHM7JR49,19111011,19111010,19111012,12131213,19101010
KNE1YBMZPSCT,ES3C44B919B5FF6F5B6E,ES1E6EFF7F7429763B50,KSKJX44T33B6D4UCC8CB,KS1280B68GD79P4WMVYW,KS1272Y6RFNZKNGWDWMB,23121010,23121311,19131112,23111310,23121312
4DBZXAI9IINE,KS440ZD755Q6PXM8Y1T8,KS122556LMQ829GZCCRV,KS126966H39MX8JKF9TX,ES9BD12EB76B360E0E89,KS1259D6L30YYG3XR3VL,25131410,32161311,25131710,25131810,25111510
6GS8G8TACY15,KS122PT6RKPQ5KLM3XYH,KS122NR5WBK04FGMP0HD,KS128BK6JSSHNT5QDPMX,KS1265D6RGJL2Y4J6V5B,KS1263K71W66XVVGKG2F,23111310,23121010,23101010,23121312,23121311
JL6L91F4X2BF,ESE00213B4D58BD54EC1,ES5515E43EB7FBC6BB6A,KS127TM77R0Q3WRTVT0T,ESD45EAB54A83A5255D6,KS123MC78KV644P5DDZ0,23171521,24161010,23151010,23151011,23151016
M72UJZ4N1XL8,ES750DFF3E0853E95124,KS120FX64YN9QHCWS5KM,KS1251262YCM9F4B2TRJ,KS120076FGP5WGWYMP0F,KS4403G6XNX5KJSD906W,20341221,19141311,19101010,19141110,21131010
8SMQP72T4YUR,KS122QG6F0WSF1GQQ6XT,KS122556LMQ829GZCCRV,KS120ZC6XFGG98FXT3J2,KSDMUMHE63DLB9OKKW37,KS441S06L3NZBK0D6JM8,23171528,21121310,32161010,21131010,21121410
GGSNPUEVJLZF,KS7G0S16FTG6TB0QZD2F,KS120GV5ZXR64CJLL1J4,ES932A5EE6AD7069CE61,ES17F5AEC3D1C20AF8E8,ES77ACB49889FF7A1FD0,23131113,16141210,32131011,27121210,27121313
8VHMEWCJN6OC,ES8B03DAD3B526316ED9,KS1225S77RQ7T10BMPXN,KS120W86MGP2XXV2NDCC,KS127CL6X4QFQJBVRK85,BGS901DCAB75EFCF988F,19101010,19111010,19111011,19111012,19141311
WRPMEHRTVCE3,KS1203W702ND09XHKJR5,ES87885D4EDB576917C4,KS1218W78FGVPVP2KXPX,KSQPGV2XZO8UMNCC49LK,KS124JB619VXG6RQ810C,19101010,19111010,19141112,19111011,19131211
YPV2JRCHT1TP,KS124JB619VXG6RQ810C,ES38C838634C9F2E7B7F,KS1218B62M9QRBY8WRSK,KS440K96L5VKMH3ZNBJ2,KS1219261TYVPMGX8KVQ,32161416,32161418,32151014,32131512,32161010
109ZDO0D3FVN,KS440Z26T60HXNGBDLL2,KS441DK5ZDF8Q8FWL19R,ESA420F05EBBD34B3C2A,KS440PS5X9N45NZTNVXY,KS1220H6CP1BQGH9STNK,36111110,17101110,13101110,11121110,17171610
3DGS9GT0R0VI,KS124CH623PFBJS8T5KM,KS126Z96STZD3JX27V02,KS128B16WQ7F1T5KVPGS,ES6307DDE7C7ABFDEA76,KS124QR6F19BX4WPMW1H,19111012,23171521,19111010,19111011,12131213
0QXEB7C5KTSI,KS127D361PF0FTXDZ7C4,ES8F73CC75C618D72F72,KS1200H6XYN1CR0G5NZ0,KS121FF73FPRD54WNWG8,KS1258B6FBG9B2CQ169N,32161010,32161416,32151010,19101314,21111110
2T2A1Q4P24L6,KS1227V6WBR3BH3SJYSZ,KSJZBX5H3PQ74JFOI21M,KS1217X6TT5N14H0N0P4,BGS1ADAA36DB65721AA3,KS441FM75ZDSSYXG6M84,23151115,23151114,23151111,23151116,23151112
QX1UM55F1HGA,ESBF952629C36426E564,KS123CV5ZJR1YX0T1PK0,ES39A67F403EB3EAAF1A,ES9BD12EB76B360E0E89,ES5440CBCF35D3D83980,12111110,19111011,19111010,19101210,23161012
MVIHCWI64CIY,KS125B569R313XT23LHY,KS128F265DV4XTBR70H7,KS124QR6F19BX4WPMW1H,KS441S06L3NZBK0D6JM8,KS441LG5Y8XGW9TP7B4W,19121416,32131312,19161111,19121011,19161110
QLEZZ1R2ROIK,KS125PC6JNQW658X4N1G,KS1284M622VT3F77037Q,KS683SQ6ZD2227YN4C93,KS1248P6CJ6XH85L8SX2,ESCA0BFEB37232309699,22111215,22101213,22101214,22111211,27121316
F8WXKK2ABKVB,KS125F678LV2KB3Z5XW0,KS125Y462DTP41N0WP4M,KS1203W702ND09XHKJR5,KS127D361PF0FTXDZ7C4,KS127PD6XH0GQ380FJ3N,19121416,19161111,19121011,19161110,19121511
ORK1DJRWEDBC,KS126DB6T061MHD7RTGQ,KS127H05WDKJ5BPKWVH2,KS125F678LV2KB3Z5XW0,KS121Z26S4VJLQ1WXN21,KS122556LMQ829GZCCRV,32161416,32121010,32121312,32151014,32151013
CCE4HAECP3GK,KS1217P66NK6BW72M9FH,KS1233N5Z0RM8G4MT4C9,KS127W76TX98WB84VHV2,KS441K2756CXYXBG990G,KS122HN63RD7JX5WNCJ8,25111110,25131710,19121416,19161111,25111518
NSN2S8NN16UX,ESF8DEA415CA897576BA,KS4425C7820LCHZS7VGX,ES8A837D0DD657D1FD5C,KS4424P6G7QVWXC3B756,KS126HY6YLTB9R7XJC4Z,36161117,36161120,36161112,36161124,27121313
0L879W5DY4LR,KS121W46N4VQRL4M1NZ2,KS123X777H5WFNXQ6BPM,KS121Z26S4VJLQ1WXN21,KS122BL6107G2Z27JWJW,KS122BL6107G2Z27JWJW,27121210,27121510,27101212,32131011,27121313
ELZAWR7ZJ8FN,KS7G7LT731301PM8PGN8,KS120076FGP5WGWYMP0F,KS7G2F36GFX1K55V6GK4,KS1217568CHTXMHV7V47,KS680KR72KH02C5GM5TY,26151117,18192011,26151114,26151215,26151216
KJ49YD82795E,KS126706DPFD3354M7YK,KS121Z26S4VJLQ1WXN21,KS1227V6WBR3BH3SJYSZ,KS1219677F286BXFPBNC,KS121YT721BY2F3M5YDR,11171020,11211113,32171018,15101113,11191014
O4P0K9K20GVF,KS441V276PPDCWTPLVCZ,KS120SQ5W4Q57JMD2Y81,KS120WQ677W47TWMCBB2,KS120MG6W03JCFGKFHHC,ES7A07CF87C516875B23,19111012,19111010,19101010,19111011,19141311
422TA83RU7MY,KS123Y170CZM0V5Z3XXB,KS1218W78FGVPVP2KXPX,ES44C38C0A5850449C4A,ES899BA440FA3441F22A,KS1223966G4Q22CCCYC6,19111012,19111010,19111011,32131520,19111212
07H0UMS48IW5,KS683SQ6ZD2227YN4C93,KSS30WWC1QZQY5T61CS5,KS126M166T8716PPYKSG,KS4425C7820LCHZS7VGX,KS122NY60HCYYDXHQGQN,21121010,21111510,21131110,21121410,21111410
X2AJGZ36N3FR,KS120PL63HT8CXQ6LPDR,KS441JJ6PY9HSDKNLQH3,KS124VJ71BKMYXC1PP09,ES8482BFD8FFC96EF5CB,KS44175745H9Q0DPBDNT,23171310,11221117,13141111,20271110,23171410
RHDVUSPQYASY,KS121056X529461ZF6XW,KS1203X6ZDCNW2J3RC4X,KS120SQ5W4Q57JMD2Y81,KS123MC78KV644P5DDZ0,KS121Z26S4VJLQ1WXN21,19111012,19111010,19111011,12131213,19101010
BUPL5ROSZHX1,KS120SQ5W4Q57JMD2Y81,ES9B78F71AABE6DB73F6,KS127PY6XCQSQ6R44N9K,KS122556LMQ829GZCCRV,KS128716HL1C1Y0ZS84Q,13101010,20251110,20251510,16151010,27121210
TNVV1GFBCHZ6,ES377B09FC94503C5689,KS123X777H5WFNXQ6BPM,ESAF97D5150F64F29FAD,KS1256W6MPKRNM11QMPM,ES99B020D66F6670BCA6,23171521,23151010,12101310,23151016,23171543
3XHYTDBU2J08,ESBF952629C36426E564,KS121FF73FPRD54WNWG8,KS123RL6QKGVXHZGHP67,KS7G4ML61B2JX1H1003Z,ES87885D4EDB576917C4,32161010,32161416,16141210,32151010,32151018
IT38CX5DNSVB,KS120XD77GTR3W3GXHBF,KS440R072CLZFQ3FWGG1,KS121BS6893JT49LJRPL,KS121W46CJXQ5ZQ506MS,KS1280B68GD79P4WMVYW,25111110,25111610,25111518,25101110,25111515
G345K5DJ3RZQ,KS1218W78FGVPVP2KXPX,KS127LL6Y6KV7VXW07P8,KS1282K6L2GNN4SDY2WN,KS1203W702ND09XHKJR5,ESA2046B83319C31C349,32161415,32131211,20191310,32161417,32131210
I6YB9PDGKRJW,ESF16CC2D0470262E9CA,KS120016K8T4NSLN5Q6K,KS127ZG6DBSF76WF7VYX,ESE1B279F38C73E025BD,KS120LB6XV5409BCQ0NF,19111011,19111010,23161012,19101010,15111013
V84FC3XQ8VA8,KS4425C7820LCHZS7VGX,KS124H568S1F92XY25VR,KS1207164CW5X2SJPW43,KS1203W6419RJG2KW4QS,KS1227P6FBK34WLH6X8Z,16141210,23131115,19111011,23131110,19111010
9BH2MPGL9U0U,KS1207D5ZZHHQZ7JBD7G,KS1253H61TTR1FZWSRH4,ES76F4C57A88877D6D64,KS680KR72KH02C5GM5TY,ESB38820A543FA4E3969,16141210,32131011,16141110,27121210,27101110
V01705SFLYG6,BGS608F6687987420449,KS7G4ML61B2JX1H1003Z,KS44086772RVPJQ1SVW6,KS4418371TN1X41T1P3G,KS123MC78KV644P5DDZ0,16141210,32131011,27121210,32121011,16141110
PCGQ6PE2FDZL,KS122SG5Y0Q5YQM7V8KT,KS441DK5ZDF8Q8FWL19R,KS127D361PF0FTXDZ7C4,BGS1538C874DBDC17646,ESEB1D4619E6E83A061D,19111011,19111010,19111012,12131213,19101210
V59HOTGDUQ6D,KSQPGV2XZO8UMNCC49LK,ESEB1D4619E6E83A061D,KS122556LMQ829GZCCRV,KS43I7T7CU4Q66EGVQLU,KS1219K6K2NY0V711DDD,21111210,27121112,32151021,27111210,32161416
8GIYRNQ1M3A2,KS1210K6DP0XRTSCWMTP,ESEB1D4619E6E83A061D,KSEO6A04QBOG4I9E79SG,KS440B06L35CZZ8SMZJN,KS123X777H5WFNXQ6BPM,23121010,23121311,23121310,23111410,23151010
Y620N8TTEAVT,KS127CR6B7KHCLWC4L20,KS123X777H5WFNXQ6BPM,KS123YJ6KVWC91BTMB4R,KS120VC7108H86J50CYW,KS440XG6F9DTD3VG7JTV,23121010,32131511,23111310,32131520,32131526
YA8WHOFYM0TM,KS126KM6B6MSWNZDVR14,KS7G0S16FTG6TB0QZD2F,KS1259D6L30YYG3XR3VL,KS1218B62M9QRBY8WRSK,KS1203T6J7F2P3TG6Y6K,32121312,21121210,32171011,32101110,32161416
I54PUGQ9MLPN,KS122J56PZMMFL1SVY1F,ES71DF12E05A578C3755,KS121056X529461ZF6XW,KS122556LMQ829GZCCRV,KS121Z26S4VJLQ1WXN21,27111214,27121313,27121510,27111222,27121210
NTJK2GZAUGTT,KS125F678LV2KB3Z5XW0,KS124MN6480FZQZYDF7Q,KS1200H6XYN1CR0G5NZ0,KS120XM6K01BDQNVTK1Q,KS123MC78KV644P5DDZ0,26141210,26141910,20231210,12131211,20241112
WSHMLFZKICWM,KS1218W78FGVPVP2KXPX,KS122W26SKGLZJ2KLF5M,KS120DV6SCZV6WPL2233,KS125Z26XB67Y67KBRYP,KS121W46CJXQ5ZQ506MS,31121110,11181013,18171013,31151210,11181014
EVSTYGX8860I,BGSA720E33A12FF07972,KS124QR6F19BX4WPMW1H,KS1259D6L30YYG3XR3VL,KS1206R6J3HDQV8PPC87,KS120MQ655HPY3MW500F,15111011,15111013,17151010,19161111,32131516
FCD6MZSGIPPS,ESEB1D4619E6E83A061D,KS122556LMQ829GZCCRV,KS120XM6K01BDQNVTK1Q,KS127D361PF0FTXDZ7C4,KS441ZY6G3YT7CVHY3KY,27111214,27121313,27111222,27121210,27121110
F90KM3TZK3NY,ESFA9982A2A945E439CB,KS123YD6FKBRB6PCBPMJ,ESF5E4E161916F0E64A4,KS125396806XPV2Z8XQ6,KS1200H6XYN1CR0G5NZ0,21111110,21131110,23161012,23161015,32161416
Q3Q5PCNIL847,KS441626TDSV2J6GBB86,KS441JJ6PY9HSDKNLQH3,ESB4C707E98B551DE4A2,KS1281M7573BG4S5QKMT,KS122B071LMGXVTT3Z91,23171310,19131211,19101016,19141112,23171410
8WBGPFWCINVS,KS125BH5X5W0R09ZW3B7,KS7G2PN6Q42WPLR91C09,KS122556LMQ829GZCCRV,KS124QR6F19BX4WPMW1H,KS123Y56VDHMZ288XX1W,19101010,19111010,19141311,19141110,19111012
E4Y5X6ZIE5AP,ESF7CBEBE067150B911F,KS122556LMQ829GZCCRV,KS7G747655VG23WXMS9B,KS127J06MWW1FWXY62FN,KS122WB6X37SXSRGC07F,36111110,36111318,11151410,25111310,11161210
A7SLKD4QJD7B,KS440W865GC4VRBW6LJP,KS121ZK6CBY90WTJYPVM,ESB04BCB6189A2CB271E,KS123X777H5WFNXQ6BPM,KS128275ZSJDZ37SNG87,17141810,20131312,20331010,20131216,32101114
CUUQ4YE0WF3V,KSQPGV2XZO8UMNCC49LK,KSCFTLKLB8GE4VIJNVRR,KS122556LMQ829GZCCRV,KS1217568CHTXMHV7V47,KS121Z26S4VJLQ1WXN21,11171020,26151117,18192011,26151114,26151215
6GS0JVC9S902,KS1203X6ZDCNW2J3RC4X,KS123H8759405VLYXGLP,KS1203W702ND09XHKJR5,KS122556LMQ829GZCCRV,KS7G747655VG23WXMS9B,19111012,19111010,19111011,23151115,19101010
9RYOHCKNEWJR,KS122556LMQ829GZCCRV,KSMNXY6MPS1EDWJ8P6B0,ES9BD12EB76B360E0E89,KS122556LMQ829GZCCRV,KS120XD77GTR3W3GXHBF,25111110,25111610,25111518,25101110,25111515
C9B2R9K9LJ3L,KS127D361PF0FTXDZ7C4,ESEB1D4619E6E83A061D,KS4421B6105S1GF21ZW7,KS122556LMQ829GZCCRV,KS1203V5WXB7NG26XSR8,23131115,23131110,19111011,19111010,19111012
O9SPDU3NM0SX,KS120LH5W508G8HMY9GG,ES9E9A9565C329709A50,KS123YM600CLQQD1GP56,KS122B071LMGXVTT3Z91,KS7G2F36GFX1K55V6GK4,19121416,19161111,19121011,17141810,19161110
PXYW7DQTBF6B,KS123YH6B5Z6Q799424R,KS1259D6L30YYG3XR3VL,KS123FD6BP1YLD3WG9FG,ES38C838634C9F2E7B7F,KS127D361PF0FTXDZ7C4,19131211,19141112,18151118,19141314,19141113
KJ20Z0E677MC,BGS982C52CA577AF0357,KS1218N6GQGB3TDPLM9Y,ESE1B279F38C73E025BD,KS4417C74STWPWR9TNT1,ESAEEF5760144B8210FD,19111310,19101022,19101512,24131326,19101310
1361BGMY4IQZ,KS4407H64CVBMTRQZRCF,KS125BH5X5W0R09ZW3B7,KS126SW5ZZYP3HXXPX1X,KS120LH5W508G8HMY9GG,KS123Y170CZM0V5Z3XXB,32171022,32161416,32131526,32151014,32131525
JAP7EAS0O5DG,KS1227S6GJRHSMQ76QK6,KSQPGV2XZO8UMNCC49LK,ES3937EEC3D5D7345412,KS1281M7573BG4S5QKMT,KS124JB619VXG6RQ810C,23171524,23171712,23171541,23171510,23171511
UGWUBUGR6E7G,KS4419G6XM9LZWZ2Q9R8,KS440F476G8SKQRTH4CY,KS122WD6WKYPDQKTQN63,BGSD663E7801D0013709,KS44086772RVPJQ1SVW6,23171541,23171510,23171810,25121312,23171710
DO0FK46WQ28K,KS1210674JQVCN6F1V19,ES381E2801E7BF20D210,ESCC5B38A4D7A768FE7E,KS1230W79VHJQSFBXW2G,KS1218B62M9QRBY8WRSK,36161117,36161124,36161120,36161112,36161110
F57VH2D3LS11,KS7G7K873Z87GNGYHQKB,KS1207164CW5X2SJPW43,KS126HY6YLTB9R7XJC4Z,KS1265D6RGJL2Y4J6V5B,KS120D96FHL88PZDKZKH,16141210,23171510,32131011,27121210,16141110
NH671PJ0AK26,ES8B867675B7DA42B6CF,ES688C7DC5E9F6F678E7,ESE0D6A2674ADCCED0F1,ES8B03DAD3B526316ED9,KS123X777H5WFNXQ6BPM,11171114,23111410,23121010,23111310,11181017
FOKZIXZAREIY,ESEB1D4619E6E83A061D,KS120LK70665WL8LBX8G,KS125F678LV2KB3Z5XW0,KS1208P6ZMZ4N872Y7X5,KS122556LMQ829GZCCRV,23151016,18151213,18151710,23151210,23171541
VB99RWTF07GB,KS125F678LV2KB3Z5XW0,KS441846K903WT1RYDKJ,KS122556LMQ829GZCCRV,KSQPGV2XZO8UMNCC49LK,KS124QR6F19BX4WPMW1H,21131010,21131110,21121210,21121410,21121310
PLYO0SU0R7G0,KS121Z26S4VJLQ1WXN21,KS126706DPFD3354M7YK,KS441S06L3NZBK0D6JM8,KS13USA80NE38XJHA2TL,KS126256R04NWVG6Y5C0,23111310,23101010,25111110,23101110,26141910
W1YE8UNA9WK4,KS122P16DMVQL50L733L,KS1267F6MSPN366LX7ST,KS125MK6L8XN70ZS40ZY,KS4405777820N153M82L,KS4401T642KKKL4FQJMF,23121010,23101010,23121311,23111310,23101110
SJB4LVCRFMKS,KS127DT5VXHK1M161316,KS1218W78FGVPVP2KXPX,ESA6EF2FD3872374BF62,KS127PD6XH0GQ380FJ3N,ES75388526FA5C8C8C76,36161120,18121012,18191318,18191517,18151214
X5X64OS9GXCP,KSCH2TPBQX91532Y3Q8E,KS1248L77TSY3J2V2XC1,ES2F712D74818EF2888E,KS1218W78FGVPVP2KXPX,KS125RV5ZRHFGPJPKD8W,19111010,19111012,19101010,19111011,19141311
MUXFZJDCY98Q,ES899BA440FA3441F22A,KS1224W5XSXCJBNSLLVX,KS440PV6FRJ90X0QFNLY,KS124RX787SQ1WVD8XF6,KSKJX44T33B6D4UCC8CB,27111222,27121210,27121313,27111320,27111318
