ID,OCCUPATION_NAME,OCCUPATION_DESCRIPTION,OCCUPATION_GROUP_NAME,OCCUPATION_GROUP_DESCRIPTION,CAREER_AREA_NAME,CAREER_AREA_DESCRIPTION,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL_DESCRIPTION,LICENSE_TYPICALLY_REQUIRED,CERTIFICATION_TYPICALLY_REQUIRED,REQUIRES_SPECIALIZED_TRAINING,SPECIALIZED_TRAINING_DESCRIPTION,MINIMUM_TRAINING_LENGTH_MONTHS
18111115,Chemical / Process Engineer,"A Chemical or Process Engineer solves problems related to the manufacturing and use of products, including chemicals, fuel, food, and clothing. Designs new products, improves existing ones, or develops new processes for better use of existing materials. May specialize in a chemical engineering process, such as making plastics, or in an industry such as health care.","Chemical, Biomedical, and Related Engineering","The Chemical, Biomedical, and Related Engineering Occupation Group includes occupations involved in the application of biological and chemical science and mathematics to the design, production and maintenance of complex products, including bioreactors and chemical reactors along with nuclear and renewable energy solutions, and biomedical, chemical, and petroleum products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Chemical Engineering.,48.0
18111116,Chemical / Process Engineer,"A Chemical or Process Engineer solves problems related to the manufacturing and use of products, including chemicals, fuel, food, and clothing. Designs new products, improves existing ones, or develops new processes for better use of existing materials. May specialize in a chemical engineering process, such as making plastics, or in an industry such as health care.","Chemical, Biomedical, and Related Engineering","The Chemical, Biomedical, and Related Engineering Occupation Group includes occupations involved in the application of biological and chemical science and mathematics to the design, production and maintenance of complex products, including bioreactors and chemical reactors along with nuclear and renewable energy solutions, and biomedical, chemical, and petroleum products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Chemical Engineering.,48.0
18111311,Materials Engineer,"A Materials Engineer researches and tests the materials used to make a wide range of products. Develops new substances that have the properties needed for a particular use, or finds new ways to use existing substances. Uses knowledge of the chemical properties of materials, and specializes in one type of material, such as ceramics, metals, or plastics.","Chemical, Biomedical, and Related Engineering","The Chemical, Biomedical, and Related Engineering Occupation Group includes occupations involved in the application of biological and chemical science and mathematics to the design, production and maintenance of complex products, including bioreactors and chemical reactors along with nuclear and renewable energy solutions, and biomedical, chemical, and petroleum products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Material Sciences Engineering.,48.0
18111315,Materials Engineer,"A Materials Engineer researches and tests the materials used to make a wide range of products. Develops new substances that have the properties needed for a particular use, or finds new ways to use existing substances. Uses knowledge of the chemical properties of materials, and specializes in one type of material, such as ceramics, metals, or plastics.","Chemical, Biomedical, and Related Engineering","The Chemical, Biomedical, and Related Engineering Occupation Group includes occupations involved in the application of biological and chemical science and mathematics to the design, production and maintenance of complex products, including bioreactors and chemical reactors along with nuclear and renewable energy solutions, and biomedical, chemical, and petroleum products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Material Sciences Engineering.,48.0
18111316,Materials Engineer,"A Materials Engineer researches and tests the materials used to make a wide range of products. Develops new substances that have the properties needed for a particular use, or finds new ways to use existing substances. Uses knowledge of the chemical properties of materials, and specializes in one type of material, such as ceramics, metals, or plastics.","Chemical, Biomedical, and Related Engineering","The Chemical, Biomedical, and Related Engineering Occupation Group includes occupations involved in the application of biological and chemical science and mathematics to the design, production and maintenance of complex products, including bioreactors and chemical reactors along with nuclear and renewable energy solutions, and biomedical, chemical, and petroleum products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Material Sciences Engineering.,48.0
18111510,Reservoir / Petroleum Engineer,"A Reservoir or Petroleum Engineer designs and develops methods for extracting oil and gas from beneath the surface of the earth. Determines the best process of extracting a deposit of gas or oil, designs drilling equipment, and develops and improves methods of extraction.","Chemical, Biomedical, and Related Engineering","The Chemical, Biomedical, and Related Engineering Occupation Group includes occupations involved in the application of biological and chemical science and mathematics to the design, production and maintenance of complex products, including bioreactors and chemical reactors along with nuclear and renewable energy solutions, and biomedical, chemical, and petroleum products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Petroleum or Chemical Engineering.,48.0
18111514,Reservoir / Petroleum Engineer,"A Reservoir or Petroleum Engineer designs and develops methods for extracting oil and gas from beneath the surface of the earth. Determines the best process of extracting a deposit of gas or oil, designs drilling equipment, and develops and improves methods of extraction.","Chemical, Biomedical, and Related Engineering","The Chemical, Biomedical, and Related Engineering Occupation Group includes occupations involved in the application of biological and chemical science and mathematics to the design, production and maintenance of complex products, including bioreactors and chemical reactors along with nuclear and renewable energy solutions, and biomedical, chemical, and petroleum products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Petroleum or Chemical Engineering.,48.0
18111515,Reservoir / Petroleum Engineer,"A Reservoir or Petroleum Engineer designs and develops methods for extracting oil and gas from beneath the surface of the earth. Determines the best process of extracting a deposit of gas or oil, designs drilling equipment, and develops and improves methods of extraction.","Chemical, Biomedical, and Related Engineering","The Chemical, Biomedical, and Related Engineering Occupation Group includes occupations involved in the application of biological and chemical science and mathematics to the design, production and maintenance of complex products, including bioreactors and chemical reactors along with nuclear and renewable energy solutions, and biomedical, chemical, and petroleum products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Petroleum or Chemical Engineering.,48.0
18121010,Civil Engineer,"A Civil Engineer designs and supervises large construction projects such as public buildings, roads, and waterways. Designs projects that meet the needs of users and the public and are structurally sound. Addresses environmental and land use issues in project design. May specialize in a particular aspect of design and construction, or a particular type of construction, such as transportation systems.",Civil and Safety Engineering,"The Civil and Safety Engineering Occupation Group includes occupations involved in the application of science and mathematics to the design, production, and maintenance of public infrastructure and the environment including roads and transportation, structures, water and wastewater, and remediation.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Civil Engineering.,48.0
18121011,Civil Engineer,"A Civil Engineer designs and supervises large construction projects such as public buildings, roads, and waterways. Designs projects that meet the needs of users and the public and are structurally sound. Addresses environmental and land use issues in project design. May specialize in a particular aspect of design and construction, or a particular type of construction, such as transportation systems.",Civil and Safety Engineering,"The Civil and Safety Engineering Occupation Group includes occupations involved in the application of science and mathematics to the design, production, and maintenance of public infrastructure and the environment including roads and transportation, structures, water and wastewater, and remediation.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Civil Engineering.,48.0
18121110,Environmental Engineer,"An Environmental Engineer develops solutions to environmental problems using engineering, biology, chemistry, and geology. Addresses pollution control, waste disposal, recycling, or public health issues. Works on local environmental issues, such as polluted groundwater, or global or regional issues, such as acid rain. Works with environmental scientists and public policymakers to identify problems and develop technologies that benefit people and protect the environment.",Civil and Safety Engineering,"The Civil and Safety Engineering Occupation Group includes occupations involved in the application of science and mathematics to the design, production, and maintenance of public infrastructure and the environment including roads and transportation, structures, water and wastewater, and remediation.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Environmental Engineering.,48.0
18121210,Health and Safety Engineer,"A Health and Safety Engineer develops workplace processes and procedures that help prevent people from getting injured or sick on the job, and also prevent property from being damaged. Works in industrial and manufacturing settings. Evaluates systems for health risks and designs solutions to minimize risks.",Civil and Safety Engineering,"The Civil and Safety Engineering Occupation Group includes occupations involved in the application of science and mathematics to the design, production, and maintenance of public infrastructure and the environment including roads and transportation, structures, water and wastewater, and remediation.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,"Gain admission to Bachelors degree program in Engineering (Electrical, Mechanical, Industrial or Systems Engineering) and complete coursework in Industrial Hygiene or Occupational Safety.",48.0
18121310,Mining Engineer,"A Mining Engineer researches mines and designs mining operations for the efficient extraction of minerals such as metals and coal. Uses knowledge of geology and engineering to determine sites to be mined, and develops plans to extract minerals effectively. May specialize in one type of mineral or material. May inspect and monitor mines for the safety and health of miners.",Civil and Safety Engineering,"The Civil and Safety Engineering Occupation Group includes occupations involved in the application of science and mathematics to the design, production, and maintenance of public infrastructure and the environment including roads and transportation, structures, water and wastewater, and remediation.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degrees program in Mining and Geological Engineering.,48.0
18121510,Transportation Engineer,"A Transportation Engineer designs and maintains transportation systems such as roads, ports, airports, and bus or subway systems.",Civil and Safety Engineering,"The Civil and Safety Engineering Occupation Group includes occupations involved in the application of science and mathematics to the design, production, and maintenance of public infrastructure and the environment including roads and transportation, structures, water and wastewater, and remediation.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Civil Engineering.,48.0
18171031,Engineering Manager,"An Engineering Manager oversees engineering and technical design of large projects and manages communication and coordination among different types of engineers working on a project. Supervises project schedule, budget, and communications with stakeholders.",Engineering Managers,"The Engineering Managers Occupation Group includes managerial occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Civil Engineering.,48.0
18121610,Water / Wastewater Engineer,A Water or Wastewater Engineer specializes in the treatment and management of contaminated water. Designs sewage systems and water treatment plants.,Civil and Safety Engineering,"The Civil and Safety Engineering Occupation Group includes occupations involved in the application of science and mathematics to the design, production, and maintenance of public infrastructure and the environment including roads and transportation, structures, water and wastewater, and remediation.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,"Gain admission to Bachelors degree program in Civil, Mechanical or Environmental Engineering.",48.0
18131010,Civil Engineering Technician,"A Civil Engineering Technician works with civil engineers on large public construction and infrastructure projects such as roads, buildings, bridges or utilities. Assists with preparation and review of blueprints and plans, site inspections, meeting design specifications, developing cost estimates and preparing project reports.",Civil Engineering Technicians,"The Civil Engineering Technicians Occupation Group includes occupations that assist civil engineers in the design, production, and maintenance of public infrastructure and surveying.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Civil Engineering Technology.,24.0
18131210,Surveying / Mapping Technician,"A Surveying or Mapping Technician works with surveyors and cartographers to gather data and create maps. Visits sites and records survey measurements and descriptive data. Selects data needed to create maps, including photos, aerial photos and satellite information, and helps produce and update maps that show boundaries or topographical information.",Civil Engineering Technicians,"The Civil Engineering Technicians Occupation Group includes occupations that assist civil engineers in the design, production, and maintenance of public infrastructure and surveying.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,"Gain admission to Associates or Bachelors degree program in Survey Technology, Geomatics, Geography or related field.",24.0
18131310,Surveyor,"A Surveyor measures the surface of the Earth and collects data used to make maps, set boundaries, and determine the shape and contour of sections of land. Uses global positioning system (GPS) and global information system (GIS) technology to make measurements. May specialize in measurements to determine airspace boundaries; may conduct marine or hydrographic surveys to measure bodies of water and determine shorelines and water flow and depth.",Civil Engineering Technicians,"The Civil Engineering Technicians Occupation Group includes occupations that assist civil engineers in the design, production, and maintenance of public infrastructure and surveying.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,True,False,True,"Gain admission to Associates or Bachelors degree program in Surveying, Mapping, and Geomatics, or Civil Engineering.",24.0
18141010,CAD Designer / Drafter,A CAD Designer or Drafter uses computer software to convert engineering or architectural designs into technical drawings and plans.,Drafters and CAD Designers,"The Drafters and CAD Designers Occupation Group includes occupations that develop technical drawings (digitally or physically) with all the details needed to build structures, machines, and products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,"Complete an Associates degree program in Drafting, Architectural Drafting, or Architectural Design Technology, or technical training program.",24.0
18141110,Civil / Architectural Designer / Drafter,"A Civil or Architectural Designer or Drafter prepares detailed drawings for building plans and architectural designs. Creates drawings according to specifications provided by an architect, and uses computer-aided design and drafting technology.",Drafters and CAD Designers,"The Drafters and CAD Designers Occupation Group includes occupations that develop technical drawings (digitally or physically) with all the details needed to build structures, machines, and products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,"Complete an Associates degree program in Drafting, Architectural Drafting, or Architectural Design Technology, or technical training program.",24.0
18141210,Mechanical / Electrical Drafter,"A Mechanical or Electrical Drafter prepares detailed drawings needed to manufacture or repair machinery and equipment, with dimensions and other specific engineering data. Uses computer aided design software. May create diagrams for products that include mechanical and electronic components, such as cars or computers, or prepare the diagrams used to install wiring and electrical equipment in buildings or in electrical distribution systems.",Drafters and CAD Designers,"The Drafters and CAD Designers Occupation Group includes occupations that develop technical drawings (digitally or physically) with all the details needed to build structures, machines, and products.",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,"Complete an Associates degree program in Drafting, Mechanical Drafting, Electrical Drafting, or technical training program.",24.0
18151012,Electrical / Electronic Designer,"An Electrical or Electronic Designer designs and creates layout for the electrical systems that power lighting, security, telephone and sound in buildings; creates wiring diagrams, develops specifications for electrical systems to meet code requirements. Designs and create layout of the printed circuit boards that are components of most electronic equipment.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Electrical/Electronic Engineering Technology or a Bachelors degree program in Electrical/Electronic Engineering.,24.0
18151014,Electrical / Electronic Designer,"An Electrical or Electronic Designer designs and creates layout for the electrical systems that power lighting, security, telephone and sound in buildings; creates wiring diagrams, develops specifications for electrical systems to meet code requirements. Designs and create layout of the printed circuit boards that are components of most electronic equipment.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Electrical/Electronic Engineering Technology or a Bachelors degree program in Electrical/Electronic Engineering.,24.0
18151111,Electrical and Electronics Technician,"An Electrical and Electronics Technician helps engineers design and develop electrical and electronic equipment. Assists with diagrams and specifications for design, construction of product prototypes, testing and calibration, technical problem solving, equipment repair and maintenance.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Electric or Electronical Engineering Technology.,24.0
18151113,Electrical and Electronics Technician,"An Electrical and Electronics Technician helps engineers design and develop electrical and electronic equipment. Assists with diagrams and specifications for design, construction of product prototypes, testing and calibration, technical problem solving, equipment repair and maintenance.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Electric or Electronical Engineering Technology.,24.0
18151117,Electrical and Electronics Technician,"An Electrical and Electronics Technician helps engineers design and develop electrical and electronic equipment. Assists with diagrams and specifications for design, construction of product prototypes, testing and calibration, technical problem solving, equipment repair and maintenance.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Electric or Electronical Engineering Technology.,24.0
18151118,Electrical and Electronics Technician,"An Electrical and Electronics Technician helps engineers design and develop electrical and electronic equipment. Assists with diagrams and specifications for design, construction of product prototypes, testing and calibration, technical problem solving, equipment repair and maintenance.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Electric or Electronical Engineering Technology.,24.0
18151120,Electrical and Electronics Technician,"An Electrical and Electronics Technician helps engineers design and develop electrical and electronic equipment. Assists with diagrams and specifications for design, construction of product prototypes, testing and calibration, technical problem solving, equipment repair and maintenance.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Electric or Electronical Engineering Technology.,24.0
18151121,Electrical and Electronics Technician,"An Electrical and Electronics Technician helps engineers design and develop electrical and electronic equipment. Assists with diagrams and specifications for design, construction of product prototypes, testing and calibration, technical problem solving, equipment repair and maintenance.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,True,Gain admission to Associates degree program in Electric or Electronical Engineering Technology.,24.0
18151212,Electrical Engineer,"An Electrical Engineer designs, develops, and tests products and systems that use or produce electricity, including power generators, electric motors, radar and navigation systems, and communication systems. Works on larger electrical systems rather than small electronic products or devices.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Electrical Engineering.,48.0
18151213,Electrical Engineer,"An Electrical Engineer designs, develops, and tests products and systems that use or produce electricity, including power generators, electric motors, radar and navigation systems, and communication systems. Works on larger electrical systems rather than small electronic products or devices.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Electrical Engineering.,48.0
18151214,Electrical Engineer,"An Electrical Engineer designs, develops, and tests products and systems that use or produce electricity, including power generators, electric motors, radar and navigation systems, and communication systems. Works on larger electrical systems rather than small electronic products or devices.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Electrical Engineering.,48.0
18151710,Power Systems Engineer,"A Power Systems Engineer specializes in the generation, transmission, and distribution of electrical power. They work in the field of electrical engineering but with a specific emphasis on large-scale power systems that provide electricity to homes, businesses, industries, and infrastructure.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Electrical Engineering.,48.0
18151217,Electrical Engineer,"An Electrical Engineer designs, develops, and tests products and systems that use or produce electricity, including power generators, electric motors, radar and navigation systems, and communication systems. Works on larger electrical systems rather than small electronic products or devices.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Electrical Engineering.,48.0
18151310,Electronics Engineer,"An Electronics Engineer designs and develops electronic equipment, from iPods to global positioning systems (GPS). Works primarily with smaller electronic equipment that uses electricity as a means of storing information.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Electronics or Electrical Engineering.,48.0
18151313,Electronics Engineer,"An Electronics Engineer designs and develops electronic equipment, from iPods to global positioning systems (GPS). Works primarily with smaller electronic equipment that uses electricity as a means of storing information.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Electronics or Electrical Engineering.,48.0
18151314,Electronics Engineer,"An Electronics Engineer designs and develops electronic equipment, from iPods to global positioning systems (GPS). Works primarily with smaller electronic equipment that uses electricity as a means of storing information.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",5.0,Advanced BA roles,False,False,True,Gain admission to Bachelors degree program in Electronics or Electrical Engineering.,48.0
18151413,Hardware Engineer,"A Hardware Engineer designs and develops computer hardware such as circuit boards, chips, modems, and keyboards. Works with computer software engineers and developers to improve technology.","Electrical, Electronic, and Related Engineering","The Electrical, Electronic, and Related Engineering Occupation Group includes engineering and technician occupations specific to electrical engineering (the production and distribution of electricity to people and places) and electronic engineering (working with circuitry in computers, mobile phones, and other modern technologies).",Engineering,"The Engineering Career Area includes occupations involved in the application of science and mathematics to the design, production and maintenance of complex products, including physical structures along with mechanical, chemical, electrical and electronic products.",6.0,Graduate and professional roles,False,False,True,Gain admission to Bachelors degree program in Electrical or Computer Engineering.,48.0
